"","time","type","year","x14","tree","lfm_wet_per_dry_g","lfm_percent","lfm_wet_wt_g","lfm_dry_wt_g","date_lfm","week"
"1086","md","leaf",1,NA,2029,0.532108785419336,53.2108785419336,5.38,3.5115,2022-05-23,21
"1087","md","leaf",0,NA,2021,0.727192205491585,72.7192205491585,1.56,0.9032,2022-05-23,21
"1088","md","stem",1,NA,2030,0.685823754789272,68.5823754789272,0.44,0.261,2022-05-23,21
"1089","md","stem",0,NA,2372,0.672240802675585,67.2240802675585,0.1,0.0598,2022-05-23,21
"1090","md","leaf",0,NA,2020,0.799793377195367,79.9793377195367,3.31,1.8391,2022-05-23,21
"1091","md","stem",1,NA,2027,0.612298462692163,61.2298462692163,0.43,0.2667,2022-05-23,21
"1092","md","stem",1,NA,2347,0.769450949778819,76.9450949778819,0.68,0.3843,2022-05-23,21
"1093","md","leaf",1,NA,2331,0.541440743609605,54.1440743609605,1.99,1.291,2022-05-23,21
"1094","md","leaf",0,NA,2025,0.771422473588731,77.1422473588731,1.66,0.9371,2022-05-23,21
"1095","md","stem",1,NA,2301,0.573878318064365,57.3878318064365,0.67,0.4257,2022-05-23,21
"1096","md","stem",0,NA,2011,0.758793969849246,75.8793969849246,0.21,0.1194,2022-05-23,21
"1097","md","stem",0,NA,2025,0.623376623376623,62.3376623376623,0.2,0.1232,2022-05-23,21
"1098","md","stem",1,NA,2380,0.591895803183792,59.1895803183792,0.99,0.6219,2022-05-23,21
"1099","md","stem",1,NA,2028,0.707141139697043,70.7141139697043,0.71,0.4159,2022-05-23,21
"1100","md","stem",1,NA,2383,0.652421652421652,65.2421652421652,0.58,0.351,2022-05-23,21
"1101","md","stem",1,NA,2370,0.630094043887147,63.0094043887147,0.78,0.4785,2022-05-23,21
"1102","md","leaf",0,NA,2370,0.82535046728972,82.535046728972,1.25,0.6848,2022-05-23,21
"1103","md","stem",0,NA,2383,0.693121693121693,69.3121693121693,0.16,0.0945,2022-05-23,21
"1104","md","stem",1,NA,2005,0.537056764571602,53.7056764571602,1.01,0.6571,2022-05-23,21
"1105","md","leaf",0,NA,2371,0.770657672849916,77.0657672849916,1.26,0.7116,2022-05-23,21
"1106","md","stem",0,NA,2370,0.818181818181818,81.8181818181818,0.16,0.088,2022-05-23,21
"1107","md","stem",0,NA,2005,0.70863309352518,70.863309352518,0.19,0.1112,2022-05-23,21
"1108","md","stem",1,NA,2372,0.593788312219044,59.3788312219044,0.39,0.2447,2022-05-23,21
"1109","md","leaf",0,NA,2005,0.749499521281225,74.9499521281225,2.01,1.1489,2022-05-23,21
"1110","md","leaf",0,NA,2024,0.772057451967916,77.2057451967916,1.9,1.0722,2022-05-23,21
"1111","md","stem",0,NA,2371,0.666666666666667,66.6666666666667,0.12,0.072,2022-05-23,21
"1112","md","stem",1,NA,2024,0.567567567567567,56.7567567567567,0.29,0.185,2022-05-23,21
"1113","md","stem",0,NA,2027,0.603206412825651,60.3206412825651,0.16,0.0998,2022-05-23,21
"1114","pd","leaf",0,NA,2020,0.805617476593848,80.5617476593847,4.05,2.243,2022-05-25,21
"1115","pd","leaf",1,NA,2089,0.665505226480836,66.5505226480836,2.39,1.435,2022-05-25,21
"1116","pd","leaf",1,NA,2030,0.626712328767123,62.6712328767123,1.9,1.168,2022-05-25,21
"1117","pd","leaf",0,NA,2008,0.801554012239566,80.1554012239566,2.62,1.4543,2022-05-25,21
"1118","pd","stem",1,NA,2024,0.661538461538462,66.1538461538462,0.54,0.325,2022-05-25,21
"1119","pd","leaf",0,NA,2089,0.78516228748068,78.516228748068,2.31,1.294,2022-05-25,21
"1120","md","stem",0,NA,2026,0.603720930232558,60.3720930232558,0.1724,0.1075,2022-05-25,21
"1121","md","leaf",0,NA,2026,0.727073107724102,72.7073107724102,1.3371,0.7742,2022-05-25,21
"1122","md","stem",1,NA,2026,0.59180790960452,59.180790960452,0.2254,0.1416,2022-05-25,21
"1123","md","leaf",0,NA,2023,0.687765048420786,68.7765048420786,2.6665,1.5799,2022-05-25,21
"1124","md","stem",0,NA,2023,13.8517060367454,1385.17060367454,1.1317,0.0762,2022-05-25,21
"1125","md","stem",1,NA,2023,0.614285714285714,61.4285714285714,0.0678,0.042,2022-05-25,21
"1126","md","leaf",0,NA,2022,0.726168224299065,72.6168224299065,0.1847,0.107,2022-05-23,21
"1127","md","stem",1,NA,2014,0.592546583850932,59.2546583850932,0.5128,0.322,2022-05-23,21
"1128","md","leaf",0,NA,2360,0.710935143288084,71.0935143288084,2.2687,1.326,2022-05-23,21
"1129","md","stem",0,NA,2009,0.728346456692913,72.8346456692913,0.2195,0.127,2022-05-23,21
"1130","md","leaf",1,NA,2022,0.632944832944833,63.2944832944833,4.2032,2.574,2022-05-23,21
"1131","md","stem",1,NA,2354,0.6,60,0.2688,0.168,2022-05-23,21
"1132","md","stem",1,NA,2382,0.619760479041916,61.9760479041916,0.541,0.334,2022-05-23,21
"1133","md","leaf",1,NA,2377,0.486038011695906,48.6038011695906,2.0329,1.368,2022-05-23,21
"1134","md","stem",1,NA,2345,0.682994923857868,68.2994923857868,0.6631,0.394,2022-05-23,21
"1135","md","stem",0,NA,2377,0.915789473684211,91.5789473684211,0.0364,0.019,2022-05-23,21
"1136","md","leaf",0,NA,2382,0.653261600537996,65.3261600537996,4.9168,2.974,2022-05-23,21
"1137","md","leaf",0,NA,2346,0.638433228180862,63.8433228180862,3.1163,1.902,2022-05-23,21
"1138","md","leaf",0,NA,2379,0.696957123098202,69.6957123098202,1.2269,0.723,2022-05-23,21
"1139","md","stem",1,NA,2377,0.62013422818792,62.013422818792,0.4828,0.298,2022-05-23,21
"1140","md","leaf",1,NA,2377,0.558978873239437,55.8978873239437,0.8855,0.568,2022-05-23,21
"1141","md","stem",0,NA,2379,0.575471698113208,57.5471698113208,0.0835,0.053,2022-05-23,21
"1142","md","stem",0,NA,2010,0.7712,77.12,0.4428,0.25,2022-05-23,21
"1143","md","stem",0,NA,2375,0.751982378854625,75.1982378854625,0.7954,0.454,2022-05-23,21
"1144","md","stem",1,NA,2379,0.586158192090396,58.6158192090396,1.123,0.708,2022-05-23,21
"1145","md","leaf",0,NA,2381,0.75039603960396,75.039603960396,1.7679,1.01,2022-05-23,21
"1146","md","leaf",0,NA,2014,0.709291628334867,70.9291628334867,3.716,2.174,2022-05-23,21
"1147","md","stem",1,NA,2378,0.657692307692308,65.7692307692308,0.2586,0.156,2022-05-23,21
"1148","md","stem",1,NA,2375,0.654728370221328,65.4728370221328,0.8224,0.497,2022-05-23,21
"1149","md","stem",0,NA,2382,0.650621118012422,65.0621118012422,0.5315,0.322,2022-05-23,21
"1150","md","stem",1,NA,2367,0.587793427230047,58.7793427230047,0.3382,0.213,2022-05-23,21
"1151","md","stem",1,NA,2381,0.664220183486238,66.4220183486239,0.907,0.545,2022-05-23,21
"1152","md","stem",0,NA,2346,0.612280701754386,61.2280701754386,0.2757,0.171,2022-05-23,21
"1153","md","stem",1,NA,2360,0.599570815450644,59.9570815450644,0.7454,0.466,2022-05-23,21
"1154","md","stem",1,NA,2022,0.661771058315335,66.1771058315335,0.7694,0.463,2022-05-23,21
"1155","md","stem",0,NA,2365,0.728813559322034,72.8813559322034,0.102,0.059,2022-05-23,21
"1156","md","stem",0,NA,2031,0.65891472868217,65.8914728682171,0.214,0.129,2022-05-23,21
"1157","md","stem",0,NA,2378,0.531707317073171,53.1707317073171,0.1256,0.082,2022-05-23,21
"1158","md","stem",0,NA,2367,0.621374045801527,62.1374045801527,0.2124,0.131,2022-05-23,21
"1159","md","stem",1,NA,2376,0.545138888888889,54.5138888888889,0.6675,0.432,2022-05-23,21
"1160","md","stem",0,NA,2014,0.764197530864198,76.4197530864197,0.7145,0.405,2022-05-23,21
"1161","md","leaf",0,NA,2031,0.704772727272727,70.4772727272727,2.2503,1.32,2022-05-23,21
"1162","md","leaf",0,NA,2378,0.754483695652174,75.4483695652174,1.2913,0.736,2022-05-23,21
"1163","md","stem",1,NA,2009,0.538012958963283,53.8012958963283,0.7121,0.463,2022-05-23,21
"1164","md","stem",1,NA,2010,0.640587219343696,64.0587219343696,0.9499,0.579,2022-05-23,21
"1165","md","stem",0,NA,2381,0.719101123595506,71.9101123595506,0.153,0.089,2022-05-23,21
"1166","md","leaf",0,NA,2377,0.722413793103448,72.2413793103448,0.1998,0.116,2022-05-23,21
"1167","md","leaf",0,NA,2375,0.746327319587629,74.6327319587629,2.7103,1.552,2022-05-23,21
"1168","md","stem",1,NA,2031,0.575,57.5,0.3087,0.196,2022-05-23,21
"1169","md","leaf",1,NA,2352,0.463587684069612,46.3587684069612,1.0933,0.747,2022-05-23,21
"1170","md","leaf",0,NA,2009,0.614859437751004,61.4859437751004,2.0105,1.245,2022-05-23,21
"1171","md","leaf",0,NA,2010,0.89495026778883,89.495026778883,2.4767,1.307,2022-05-23,21
"1172","md","stem",1,NA,2346,0.562919708029197,56.2919708029197,2.1412,1.37,2022-05-23,21
"1173","md","leaf",0,NA,2367,0.74944,74.944,1.0934,0.625,2022-05-23,21
"1174","md","stem",1,NA,2352,0.516923076923077,51.6923076923077,0.3944,0.26,2022-05-23,21
"1175","md","stem",0,NA,2022,1.04615384615385,104.615384615385,0.0266,0.013,2022-05-23,21
"1176","md","leaf",1,NA,2354,0.547470331043098,54.7470331043098,2.4775,1.601,2022-05-23,21
"1177","md","leaf",1,NA,2354,0.576234567901235,57.6234567901235,2.0428,1.296,2022-05-23,21
"1178","md","leaf",1,NA,2376,0.612740899357602,61.2740899357602,4.5189,2.802,2022-05-23,21
"1179","md","leaf",1,NA,2345,0.599590163934426,59.9590163934426,2.3418,1.464,2022-05-23,21
"1180","md","leaf",0,NA,2365,0.732809773123909,73.2809773123909,0.9929,0.573,2022-05-23,21
"1181","md","stem",1,NA,2365,0.557954545454546,55.7954545454546,0.1371,0.088,2022-05-23,21
"1182","md","stem",0,NA,2360,0.593203883495146,59.3203883495146,0.1641,0.103,2022-05-23,21
