"","tree","plot","site","species","date","time","week","lwc_bulk","rep","lwc_leaf"
"301",11,"Rohan","LL","ARCA",NA,"PD",14,NA,"6",NA
"302",11,"Rohan","LL","ARCA",2022-04-06,"MD",14,NA,"7",NA
"303",11,"Rohan","LL","ARCA",NA,"PD",14,NA,"7",NA
"304",11,"Rohan","LL","ARCA",2022-04-13,"MD",15,NA,"1",1.44379639448568
"305",11,"Rohan","LL","ARCA",2022-04-11,"PD",15,NA,"1",1.50927487352445
"306",11,"Rohan","LL","ARCA",2022-04-13,"MD",15,NA,"2",1.40449438202247
"307",11,"Rohan","LL","ARCA",2022-04-11,"PD",15,NA,"2",1.47707006369427
"308",11,"Rohan","LL","ARCA",2022-04-13,"MD",15,NA,"3",2.32754716981132
"309",11,"Rohan","LL","ARCA",2022-04-11,"PD",15,NA,"3",1.46926406926407
"310",11,"Rohan","LL","ARCA",2022-04-13,"MD",15,NA,"4",2.37785016286645
"311",11,"Rohan","LL","ARCA",2022-04-11,"PD",15,NA,"4",1.0467032967033
"312",11,"Rohan","LL","ARCA",2022-04-13,"MD",15,NA,"5",0.925719591457753
"313",11,"Rohan","LL","ARCA",2022-04-11,"PD",15,NA,"5",1.16111111111111
"314",11,"Rohan","LL","ARCA",2022-04-13,"MD",15,NA,"6",2.23066392881588
"315",11,"Rohan","LL","ARCA",2022-04-11,"PD",15,NA,"6",1.10544554455446
"316",11,"Rohan","LL","ARCA",2022-04-25,"MD",17,2.40589743589744,"1",NA
"317",11,"Rohan","LL","ARCA",2022-04-25,"PD",17,1.21156008696304,"1",NA
"318",11,"Rohan","LL","ARCA",2022-04-25,"MD",17,2.40589743589744,"2",NA
"319",11,"Rohan","LL","ARCA",2022-04-25,"PD",17,1.21156008696304,"2",NA
"320",11,"Rohan","LL","ARCA",2022-04-25,"MD",17,2.40589743589744,"3",NA
"321",11,"Rohan","LL","ARCA",2022-04-25,"PD",17,1.21156008696304,"3",NA
"322",11,"Rohan","LL","ARCA",NA,"MD",17,NA,"4",NA
"323",11,"Rohan","LL","ARCA",2022-04-25,"PD",17,1.21156008696304,"4",NA
"324",11,"Rohan","LL","ARCA",NA,"MD",17,NA,"5",NA
"325",11,"Rohan","LL","ARCA",2022-04-25,"PD",17,1.21156008696304,"5",NA
"326",11,"Rohan","LL","ARCA",NA,"MD",17,NA,"6",NA
"327",11,"Rohan","LL","ARCA",2022-04-25,"PD",17,1.21156008696304,"6",NA
"328",11,"Rohan","LL","ARCA",2022-05-23,"MD",21,NA,"1",NA
"329",11,"Rohan","LL","ARCA",2022-05-23,"PD",21,0.871698113207547,"1",NA
"330",11,"Rohan","LL","ARCA",2022-05-23,"MD",21,NA,"2",NA
"331",11,"Rohan","LL","ARCA",2022-05-23,"PD",21,0.871698113207547,"2",NA
"332",11,"Rohan","LL","ARCA",2022-05-23,"MD",21,NA,"3",NA
"333",11,"Rohan","LL","ARCA",2022-05-23,"PD",21,0.871698113207547,"3",NA
"334",11,"Rohan","LL","ARCA",2022-05-23,"MD",21,NA,"4",NA
"335",11,"Rohan","LL","ARCA",2022-05-23,"PD",21,0.871698113207547,"4",NA
"336",11,"Rohan","LL","ARCA",2022-05-23,"MD",21,NA,"5",NA
"337",11,"Rohan","LL","ARCA",2022-05-23,"PD",21,0.871698113207547,"5",NA
"338",11,"Rohan","LL","ARCA",2022-05-23,"MD",21,NA,"6",NA
"339",11,"Rohan","LL","ARCA",2022-05-23,"PD",21,0.871698113207547,"6",NA
"340",12,"High","Cucu Mesa","ARCA",2022-03-08,"MD",10,NA,"1",1.93694779116466
"341",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"1",2.13833992094862
"342",12,"High","Cucu Mesa","ARCA",2022-03-08,"MD",10,NA,"2",1.68757225433526
"343",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"2",1.69403973509934
"344",12,"High","Cucu Mesa","ARCA",2022-03-08,"MD",10,NA,"3",2.22139917695473
"345",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"3",2.30482456140351
"346",12,"High","Cucu Mesa","ARCA",2022-03-08,"MD",10,NA,"4",1.85657370517928
"347",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"4",2.06456310679612
"348",12,"High","Cucu Mesa","ARCA",2022-03-08,"MD",10,NA,"5",1.6971119133574
"349",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"5",2.09858156028369
"350",12,"High","Cucu Mesa","ARCA",2022-03-08,"MD",10,NA,"6",1.7872641509434
"351",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"6",2.05725190839695
"352",12,"High","Cucu Mesa","ARCA",NA,"MD",10,NA,"7",NA
"353",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"7",1.53688524590164
"354",12,"High","Cucu Mesa","ARCA",NA,"MD",10,NA,"8",NA
"355",12,"High","Cucu Mesa","ARCA",2022-03-08,"PD",10,NA,"8",1.44108527131783
"356",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"1",NA
"357",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"1",NA
"358",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"2",NA
"359",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"2",NA
"360",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"3",NA
"361",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"3",NA
"362",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"4",NA
"363",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"4",NA
"364",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"5",NA
"365",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"5",NA
"366",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"6",NA
"367",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"6",NA
"368",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"7",NA
"369",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"7",NA
"370",12,"High","Cucu Mesa","ARCA",NA,"MD",14,NA,"8",NA
"371",12,"High","Cucu Mesa","ARCA",2022-04-04,"PD",14,NA,"8",NA
"372",12,"High","Cucu Mesa","ARCA",2022-04-13,"MD",15,NA,"1",1.36080870917574
"373",12,"High","Cucu Mesa","ARCA",NA,"PD",15,NA,"1",NA
"374",12,"High","Cucu Mesa","ARCA",2022-04-13,"MD",15,NA,"2",1.14883007288071
"375",12,"High","Cucu Mesa","ARCA",NA,"PD",15,NA,"2",NA
"376",12,"High","Cucu Mesa","ARCA",2022-04-13,"MD",15,NA,"3",1.33190210390726
"377",12,"High","Cucu Mesa","ARCA",NA,"PD",15,NA,"3",NA
"378",12,"High","Cucu Mesa","ARCA",2022-04-13,"MD",15,NA,"4",1.48427260812582
"379",12,"High","Cucu Mesa","ARCA",NA,"PD",15,NA,"4",NA
"380",12,"High","Cucu Mesa","ARCA",2022-04-13,"MD",15,NA,"5",1.21357111787734
"381",12,"High","Cucu Mesa","ARCA",NA,"PD",15,NA,"5",NA
"382",12,"High","Cucu Mesa","ARCA",2022-04-13,"MD",15,NA,"6",1.09256198347107
"383",12,"High","Cucu Mesa","ARCA",NA,"PD",15,NA,"6",NA
"384",12,"High","Cucu Mesa","ARCA",2022-05-09,"MD",19,NA,"1",NA
"385",12,"High","Cucu Mesa","ARCA",NA,"PD",19,NA,"1",NA
"386",12,"High","Cucu Mesa","ARCA",2022-05-09,"MD",19,NA,"2",NA
"387",12,"High","Cucu Mesa","ARCA",NA,"PD",19,NA,"2",NA
"388",12,"High","Cucu Mesa","ARCA",2022-05-09,"MD",19,NA,"3",NA
"389",12,"High","Cucu Mesa","ARCA",NA,"PD",19,NA,"3",NA
"390",12,"High","Cucu Mesa","ARCA",2022-05-09,"MD",19,NA,"4",NA
"391",12,"High","Cucu Mesa","ARCA",NA,"PD",19,NA,"4",NA
"392",12,"High","Cucu Mesa","ARCA",2022-05-09,"MD",19,NA,"5",NA
"393",12,"High","Cucu Mesa","ARCA",NA,"PD",19,NA,"5",NA
"394",12,"High","Cucu Mesa","ARCA",2022-05-09,"MD",19,NA,"6",NA
"395",12,"High","Cucu Mesa","ARCA",NA,"PD",19,NA,"6",NA
"396",12,"High","Cucu Mesa","ARCA",2022-05-23,"MD",21,0.609947643979058,"1",NA
"397",12,"High","Cucu Mesa","ARCA",2022-05-23,"PD",21,NA,"1",NA
"398",12,"High","Cucu Mesa","ARCA",2022-05-23,"MD",21,0.609947643979058,"2",NA
"399",12,"High","Cucu Mesa","ARCA",2022-05-23,"PD",21,NA,"2",NA
"400",12,"High","Cucu Mesa","ARCA",2022-05-23,"MD",21,0.609947643979058,"3",NA
"401",12,"High","Cucu Mesa","ARCA",2022-05-23,"PD",21,NA,"3",NA
"402",12,"High","Cucu Mesa","ARCA",2022-05-23,"MD",21,0.609947643979058,"4",NA
"403",12,"High","Cucu Mesa","ARCA",2022-05-23,"PD",21,NA,"4",NA
"404",12,"High","Cucu Mesa","ARCA",2022-05-23,"MD",21,0.609947643979058,"5",NA
"405",12,"High","Cucu Mesa","ARCA",2022-05-23,"PD",21,NA,"5",NA
"406",12,"High","Cucu Mesa","ARCA",2022-05-23,"MD",21,0.609947643979058,"6",NA
"407",12,"High","Cucu Mesa","ARCA",2022-05-23,"PD",21,NA,"6",NA
"408",12,"High","Cucu Mesa","ARCA",NA,"MD",29,NA,"1",NA
"409",12,"High","Cucu Mesa","ARCA",2022-07-19,"PD",29,NA,"1",NA
"410",12,"High","Cucu Mesa","ARCA",NA,"MD",29,NA,"2",NA
"411",12,"High","Cucu Mesa","ARCA",2022-07-19,"PD",29,NA,"2",NA
"412",12,"High","Cucu Mesa","ARCA",NA,"MD",29,NA,"3",NA
"413",12,"High","Cucu Mesa","ARCA",2022-07-19,"PD",29,NA,"3",NA
"414",12,"High","Cucu Mesa","ARCA",NA,"MD",29,NA,"4",NA
"415",12,"High","Cucu Mesa","ARCA",2022-07-19,"PD",29,NA,"4",NA
"416",12,"High","Cucu Mesa","ARCA",NA,"MD",29,NA,"5",NA
"417",12,"High","Cucu Mesa","ARCA",2022-07-19,"PD",29,NA,"5",NA
"418",12,"High","Cucu Mesa","ARCA",NA,"MD",NA,NA,"1",1.57395833333333
"419",12,"High","Cucu Mesa","ARCA",NA,"PD",NA,NA,"1",NA
"420",12,"High","Cucu Mesa","ARCA",NA,"MD",NA,NA,"2",1.67902097902098
"421",12,"High","Cucu Mesa","ARCA",NA,"PD",NA,NA,"2",NA
"422",12,"High","Cucu Mesa","ARCA",NA,"MD",NA,NA,"3",1.51530054644809
"423",12,"High","Cucu Mesa","ARCA",NA,"PD",NA,NA,"3",NA
"424",12,"High","Cucu Mesa","ARCA",NA,"MD",NA,NA,"4",1.51980198019802
"425",12,"High","Cucu Mesa","ARCA",NA,"PD",NA,NA,"4",NA
"426",12,"High","Cucu Mesa","ARCA",NA,"MD",NA,NA,"5",1.42359550561798
"427",12,"High","Cucu Mesa","ARCA",NA,"PD",NA,NA,"5",NA
"428",12,"High","Cucu Mesa","ARCA",NA,"MD",NA,NA,"6",1.45049504950495
"429",12,"High","Cucu Mesa","ARCA",NA,"PD",NA,NA,"6",NA
"430",12,"High","Cucu Mesa","ARCA",NA,"MD",NA,NA,"7",2.09237288135593
"431",12,"High","Cucu Mesa","ARCA",NA,"PD",NA,NA,"7",NA
"432",1478,"Low","Cucu Mesa","blue oak",NA,"MD",14,NA,"1",NA
"433",1478,"Low","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.74375600384246,"1",NA
"434",1478,"Low","Cucu Mesa","blue oak",NA,"MD",14,NA,"2",NA
"435",1478,"Low","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.74375600384246,"2",NA
"436",1478,"Low","Cucu Mesa","blue oak",NA,"MD",14,NA,"3",NA
"437",1478,"Low","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.74375600384246,"3",NA
"438",1478,"Low","Cucu Mesa","blue oak",NA,"MD",14,NA,"4",NA
"439",1478,"Low","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.74375600384246,"4",NA
"440",1478,"Low","Cucu Mesa","blue oak",NA,"MD",14,NA,"5",NA
"441",1478,"Low","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.74375600384246,"5",NA
"442",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"MD",15,1.10569763677566,"1",1.03095238095238
"443",1478,"Low","Cucu Mesa","blue oak",NA,"PD",15,NA,"1",NA
"444",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"MD",15,1.10569763677566,"2",0.96137339055794
"445",1478,"Low","Cucu Mesa","blue oak",NA,"PD",15,NA,"2",NA
"446",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"MD",15,1.10569763677566,"3",1.01223776223776
"447",1478,"Low","Cucu Mesa","blue oak",NA,"PD",15,NA,"3",NA
"448",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"MD",15,1.10569763677566,"4",0.944043321299639
"449",1478,"Low","Cucu Mesa","blue oak",NA,"PD",15,NA,"4",NA
"450",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"MD",15,1.10569763677566,"5",0.965648854961832
"451",1478,"Low","Cucu Mesa","blue oak",NA,"PD",15,NA,"5",NA
"452",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"MD",17,1.0197904540163,"1",NA
"453",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"PD",17,1.0767414403778,"1",NA
"454",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"MD",17,1.0197904540163,"2",NA
"455",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"PD",17,1.0767414403778,"2",NA
"456",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"MD",17,1.0197904540163,"3",NA
"457",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"PD",17,1.0767414403778,"3",NA
"458",1478,"Low","Cucu Mesa","blue oak",2022-05-09,"MD",19,0.834794738939816,"1",NA
"459",1478,"Low","Cucu Mesa","blue oak",NA,"PD",19,NA,"1",NA
"460",1478,"Low","Cucu Mesa","blue oak",2022-05-09,"MD",19,0.834794738939816,"2",NA
"461",1478,"Low","Cucu Mesa","blue oak",NA,"PD",19,NA,"2",NA
"462",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.667808219178082,"1",NA
"463",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"PD",21,0.846251790545917,"1",NA
"464",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.667808219178082,"2",NA
"465",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"PD",21,0.846251790545917,"2",NA
"466",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.667808219178082,"3",NA
"467",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"PD",21,0.846251790545917,"3",NA
"468",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.667808219178082,"4",NA
"469",1478,"Low","Cucu Mesa","blue oak",NA,"PD",21,NA,"4",NA
"470",1478,"Low","Cucu Mesa","blue oak",2022-07-19,"MD",29,0.585769230769231,"1",NA
"471",1478,"Low","Cucu Mesa","blue oak",NA,"PD",29,NA,"1",NA
"472",1478,"Low","Cucu Mesa","blue oak",2022-07-19,"MD",29,0.585769230769231,"2",NA
"473",1478,"Low","Cucu Mesa","blue oak",NA,"PD",29,NA,"2",NA
"474",1478,"Low","Cucu Mesa","blue oak",2022-07-19,"MD",29,0.585769230769231,"3",NA
"475",1478,"Low","Cucu Mesa","blue oak",NA,"PD",29,NA,"3",NA
"476",1478,"Low","Cucu Mesa","blue oak",NA,"MD",NA,NA,"1",1.59337748344371
"477",1478,"Low","Cucu Mesa","blue oak",NA,"PD",NA,NA,"1",NA
"478",1478,"Low","Cucu Mesa","blue oak",NA,"MD",NA,NA,"2",1.54553191489362
"479",1478,"Low","Cucu Mesa","blue oak",NA,"PD",NA,NA,"2",NA
"480",1478,"Low","Cucu Mesa","blue oak",NA,"MD",NA,NA,"3",1.54615384615385
"481",1478,"Low","Cucu Mesa","blue oak",NA,"PD",NA,NA,"3",NA
"482",1478,"Low","Cucu Mesa","blue oak",NA,"MD",NA,NA,NA,NA
"483",1478,"Low","Cucu Mesa","blue oak",NA,"PD",NA,NA,NA,1.74375600384246
"484",20,"High","Cucu Mesa","LEU",2022-03-08,"MD",10,NA,"1",1.40983606557377
"485",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"1",2.26625
"486",20,"High","Cucu Mesa","LEU",2022-03-08,"MD",10,NA,"2",1.08354430379747
"487",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"2",2.63653846153846
"488",20,"High","Cucu Mesa","LEU",2022-03-08,"MD",10,NA,"3",1.46666666666667
"489",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"3",2.33626373626374
"490",20,"High","Cucu Mesa","LEU",2022-03-08,"MD",10,NA,"4",1.04875
"491",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"4",1.95285714285714
"492",20,"High","Cucu Mesa","LEU",2022-03-08,"MD",10,NA,"5",0.902777777777778
"493",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"5",2.21923076923077
"494",20,"High","Cucu Mesa","LEU",2022-03-08,"MD",10,NA,"6",0.992063492063492
"495",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"6",2.42658227848101
"496",20,"High","Cucu Mesa","LEU",2022-03-08,"MD",10,NA,"7",0.320192307692308
"497",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"7",2.23544303797468
"498",20,"High","Cucu Mesa","LEU",NA,"MD",10,NA,"8",NA
"499",20,"High","Cucu Mesa","LEU",2022-03-08,"PD",10,NA,"8",2.14939759036145
"500",20,"High","Cucu Mesa","LEU",2022-04-04,"MD",14,1.15,"1",NA
"501",20,"High","Cucu Mesa","LEU",NA,"PD",14,NA,"1",NA
"502",20,"High","Cucu Mesa","LEU",2022-04-04,"MD",14,1.15,"2",NA
"503",20,"High","Cucu Mesa","LEU",NA,"PD",14,NA,"2",NA
"504",20,"High","Cucu Mesa","LEU",2022-04-13,"MD",15,NA,"1",1.08720930232558
"505",20,"High","Cucu Mesa","LEU",NA,"PD",15,NA,"1",NA
"506",20,"High","Cucu Mesa","LEU",2022-04-13,"MD",15,NA,"2",1.09333333333333
"507",20,"High","Cucu Mesa","LEU",NA,"PD",15,NA,"2",NA
"508",20,"High","Cucu Mesa","LEU",2022-04-13,"MD",15,NA,"3",1.08049535603715
"509",20,"High","Cucu Mesa","LEU",NA,"PD",15,NA,"3",NA
"510",20,"High","Cucu Mesa","LEU",2022-04-13,"MD",15,NA,"4",1.20194174757282
"511",20,"High","Cucu Mesa","LEU",NA,"PD",15,NA,"4",NA
"512",20,"High","Cucu Mesa","LEU",2022-04-13,"MD",15,NA,"5",1.25650557620818
"513",20,"High","Cucu Mesa","LEU",NA,"PD",15,NA,"5",NA
"514",20,"High","Cucu Mesa","LEU",2022-04-13,"MD",15,NA,"6",0.942307692307692
"515",20,"High","Cucu Mesa","LEU",NA,"PD",15,NA,"6",NA
"516",20,"High","Cucu Mesa","LEU",2022-05-09,"MD",19,0.874849578820698,"1",NA
"517",20,"High","Cucu Mesa","LEU",NA,"PD",19,NA,"1",NA
"518",20,"High","Cucu Mesa","LEU",2022-05-09,"MD",19,0.874849578820698,"2",NA
"519",20,"High","Cucu Mesa","LEU",NA,"PD",19,NA,"2",NA
"520",20,"High","Cucu Mesa","LEU",2022-05-09,"MD",19,0.874849578820698,"3",NA
"521",20,"High","Cucu Mesa","LEU",NA,"PD",19,NA,"3",NA
"522",20,"High","Cucu Mesa","LEU",2022-05-23,"MD",21,0.598615916955017,"1",NA
"523",20,"High","Cucu Mesa","LEU",2022-05-23,"PD",21,NA,"1",NA
"524",20,"High","Cucu Mesa","LEU",2022-05-23,"MD",21,0.598615916955017,"2",NA
"525",20,"High","Cucu Mesa","LEU",2022-05-23,"PD",21,NA,"2",NA
"526",20,"High","Cucu Mesa","LEU",2022-05-23,"MD",21,0.598615916955017,"3",NA
"527",20,"High","Cucu Mesa","LEU",2022-05-23,"PD",21,NA,"3",NA
"528",20,"High","Cucu Mesa","LEU",NA,"MD",21,NA,"4",NA
"529",20,"High","Cucu Mesa","LEU",2022-05-23,"PD",21,NA,"4",NA
"530",20,"High","Cucu Mesa","LEU",NA,"MD",29,NA,"1",NA
"531",20,"High","Cucu Mesa","LEU",2022-07-19,"PD",29,NA,"1",NA
"532",20,"High","Cucu Mesa","LEU",NA,"MD",29,NA,"2",NA
"533",20,"High","Cucu Mesa","LEU",2022-07-19,"PD",29,NA,"2",NA
"534",20,"High","Cucu Mesa","LEU",NA,"MD",29,NA,"3",NA
"535",20,"High","Cucu Mesa","LEU",2022-07-19,"PD",29,NA,"3",NA
"536",20,"High","Cucu Mesa","LEU",NA,"MD",NA,NA,NA,1.15
"537",20,"High","Cucu Mesa","LEU",NA,"PD",NA,NA,NA,NA
"538",2004,"High","Cucu Mesa","blue oak",2022-03-08,"MD",10,1.76186868686869,"1",1.82105263157895
"539",2004,"High","Cucu Mesa","blue oak",2022-03-08,"PD",10,2.03,"1",2.00769230769231
"540",2004,"High","Cucu Mesa","blue oak",2022-03-08,"MD",10,1.76186868686869,"2",1.77777777777778
"541",2004,"High","Cucu Mesa","blue oak",2022-03-08,"PD",10,2.03,"2",2.13529411764706
"542",2004,"High","Cucu Mesa","blue oak",2022-03-08,"MD",10,1.76186868686869,"3",1.81578947368421
"543",2004,"High","Cucu Mesa","blue oak",2022-03-08,"PD",10,2.03,"3",1.975
"544",2004,"High","Cucu Mesa","blue oak",NA,"MD",10,NA,"4",NA
"545",2004,"High","Cucu Mesa","blue oak",2022-03-08,"PD",10,2.03,"4",1.96153846153846
"546",2004,"High","Cucu Mesa","blue oak",2022-04-04,"MD",14,NA,"1",0.791634689178818
"547",2004,"High","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.01301729162619,"1",NA
"548",2004,"High","Cucu Mesa","blue oak",2022-04-04,"MD",14,NA,"2",0.824464831804281
"549",2004,"High","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.01301729162619,"2",NA
"550",2004,"High","Cucu Mesa","blue oak",2022-04-04,"MD",14,NA,"3",0.767843726521413
"551",2004,"High","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.01301729162619,"3",NA
"552",2004,"High","Cucu Mesa","blue oak",NA,"MD",14,NA,"4",NA
"553",2004,"High","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.01301729162619,"4",NA
"554",2004,"High","Cucu Mesa","blue oak",2022-04-13,"MD",15,0.848285922684172,"1",0.757042253521127
"555",2004,"High","Cucu Mesa","blue oak",NA,"PD",15,NA,"1",NA
"556",2004,"High","Cucu Mesa","blue oak",2022-04-13,"MD",15,0.848285922684172,"2",0.762755102040816
"557",2004,"High","Cucu Mesa","blue oak",NA,"PD",15,NA,"2",NA
"558",2004,"High","Cucu Mesa","blue oak",2022-04-13,"MD",15,0.848285922684172,"3",0.869806094182826
"559",2004,"High","Cucu Mesa","blue oak",NA,"PD",15,NA,"3",NA
"560",2004,"High","Cucu Mesa","blue oak",2022-04-27,"MD",17,0.889679715302491,"1",NA
"561",2004,"High","Cucu Mesa","blue oak",2022-04-27,"PD",17,0.957777777777778,"1",NA
"562",2004,"High","Cucu Mesa","blue oak",2022-04-27,"MD",17,0.889679715302491,"2",NA
"563",2004,"High","Cucu Mesa","blue oak",2022-04-27,"PD",17,0.957777777777778,"2",NA
"564",2004,"High","Cucu Mesa","blue oak",2022-04-27,"MD",17,0.889679715302491,"3",NA
"565",2004,"High","Cucu Mesa","blue oak",2022-04-27,"PD",17,0.957777777777778,"3",NA
"566",2004,"High","Cucu Mesa","blue oak",NA,"MD",17,NA,"4",NA
"567",2004,"High","Cucu Mesa","blue oak",2022-04-27,"PD",17,0.957777777777778,"4",NA
"568",2004,"High","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.709677419354839,"1",NA
"569",2004,"High","Cucu Mesa","blue oak",2022-05-23,"PD",21,0.795422935895815,"1",NA
"570",2004,"High","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.709677419354839,"2",NA
"571",2004,"High","Cucu Mesa","blue oak",2022-05-23,"PD",21,0.795422935895815,"2",NA
"572",2004,"High","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.709677419354839,"3",NA
"573",2004,"High","Cucu Mesa","blue oak",2022-05-23,"PD",21,0.795422935895815,"3",NA
"574",2004,"High","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.709677419354839,"4",NA
"575",2004,"High","Cucu Mesa","blue oak",NA,"PD",21,NA,"4",NA
"576",2004,"High","Cucu Mesa","blue oak",2022-05-23,"MD",21,0.709677419354839,"5",NA
"577",2004,"High","Cucu Mesa","blue oak",NA,"PD",21,NA,"5",NA
"578",2004,"High","Cucu Mesa","blue oak",NA,"MD",29,NA,"1",NA
"579",2004,"High","Cucu Mesa","blue oak",2022-07-19,"PD",29,0.57945945945946,"1",NA
"580",2004,"High","Cucu Mesa","blue oak",NA,"MD",29,NA,"2",NA
"581",2004,"High","Cucu Mesa","blue oak",2022-07-19,"PD",29,0.57945945945946,"2",NA
"582",2004,"High","Cucu Mesa","blue oak",NA,"MD",29,NA,"3",NA
"583",2004,"High","Cucu Mesa","blue oak",2022-07-19,"PD",29,0.57945945945946,"3",NA
"584",2004,"High","Cucu Mesa","blue oak",NA,"MD",29,NA,"4",NA
"585",2004,"High","Cucu Mesa","blue oak",2022-07-19,"PD",29,0.57945945945946,"4",NA
"586",2004,"High","Cucu Mesa","blue oak",NA,"MD",29,NA,"5",NA
"587",2004,"High","Cucu Mesa","blue oak",2022-07-19,"PD",29,0.57945945945946,"5",NA
"588",2004,"High","Cucu Mesa","blue oak",NA,"MD",NA,NA,NA,NA
"589",2004,"High","Cucu Mesa","blue oak",NA,"PD",NA,NA,NA,1.01301729162619
"590",2005,"High","Cucu Mesa","blue oak",2022-03-08,"MD",10,1.60197368421053,"1",1.50810810810811
"591",2005,"High","Cucu Mesa","blue oak",2022-03-08,"PD",10,2.06253164556962,"1",2.02631578947368
"592",2005,"High","Cucu Mesa","blue oak",2022-03-08,"MD",10,1.60197368421053,"2",1.73768115942029
"593",2005,"High","Cucu Mesa","blue oak",2022-03-08,"PD",10,2.06253164556962,"2",2.09382716049383
"594",2005,"High","Cucu Mesa","blue oak",2022-03-08,"MD",10,1.60197368421053,"3",1.68771929824561
"595",2005,"High","Cucu Mesa","blue oak",NA,"PD",10,NA,"3",NA
"596",2005,"High","Cucu Mesa","blue oak",2022-04-04,"MD",14,NA,"1",0.846014492753623
"597",2005,"High","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.03670053795577,"1",NA
"598",2005,"High","Cucu Mesa","blue oak",2022-04-04,"MD",14,NA,"2",0.852066715010878
"599",2005,"High","Cucu Mesa","blue oak",2022-04-04,"PD",14,1.03670053795577,"2",NA
"600",2005,"High","Cucu Mesa","blue oak",2022-04-04,"MD",14,NA,"3",0.86
"601",2005,"High","Cucu Mesa","blue oak",NA,"PD",14,NA,"3",NA
"602",2005,"High","Cucu Mesa","blue oak",2022-04-13,"MD",15,0.94634555785124,"1",0.889807162534435
"603",2005,"High","Cucu Mesa","blue oak",NA,"PD",15,NA,"1",NA
"604",2005,"High","Cucu Mesa","blue oak",2022-04-13,"MD",15,0.94634555785124,"2",0.903225806451613
"605",2005,"High","Cucu Mesa","blue oak",NA,"PD",15,NA,"2",NA
